序号,单词,文件
450,allusion,C:\GTT\EnglishDB\Words\a\allusion.md
451,ally,C:\GTT\EnglishDB\Words\a\ally.md
452,almighty,C:\GTT\EnglishDB\Words\a\almighty.md
453,almond,C:\GTT\EnglishDB\Words\a\almond.md
454,almost,C:\GTT\EnglishDB\Words\a\almost.md
455,aloft,C:\GTT\EnglishDB\Words\a\aloft.md
456,alone,C:\GTT\EnglishDB\Words\a\alone.md
457,along,C:\GTT\EnglishDB\Words\a\along.md
458,alongside,C:\GTT\EnglishDB\Words\a\alongside.md
459,aloof,C:\GTT\EnglishDB\Words\a\aloof.md
460,aloud,C:\GTT\EnglishDB\Words\a\aloud.md
461,alpha,C:\GTT\EnglishDB\Words\a\alpha.md
462,alphabet,C:\GTT\EnglishDB\Words\a\alphabet.md
463,alpine,C:\GTT\EnglishDB\Words\a\alpine.md
464,already,C:\GTT\EnglishDB\Words\a\already.md
465,alright,C:\GTT\EnglishDB\Words\a\alright.md
466,also,C:\GTT\EnglishDB\Words\a\also.md
467,altar,C:\GTT\EnglishDB\Words\a\altar.md
468,alter,C:\GTT\EnglishDB\Words\a\alter.md
469,alteration,C:\GTT\EnglishDB\Words\a\alteration.md
470,altercation,C:\GTT\EnglishDB\Words\a\altercation.md
471,alternate,C:\GTT\EnglishDB\Words\a\alternate.md
472,alternately,C:\GTT\EnglishDB\Words\a\alternately.md
473,alternating,C:\GTT\EnglishDB\Words\a\alternating.md
474,alternative,C:\GTT\EnglishDB\Words\a\alternative.md
475,alternatively,C:\GTT\EnglishDB\Words\a\alternatively.md
476,although,C:\GTT\EnglishDB\Words\a\although.md
477,altitude,C:\GTT\EnglishDB\Words\a\altitude.md
478,altogether,C:\GTT\EnglishDB\Words\a\altogether.md
479,altruism,C:\GTT\EnglishDB\Words\a\altruism.md
480,alum,C:\GTT\EnglishDB\Words\a\alum.md
481,aluminum,C:\GTT\EnglishDB\Words\a\aluminum.md
482,alumnus,C:\GTT\EnglishDB\Words\a\alumnus.md
483,always,C:\GTT\EnglishDB\Words\a\always.md
484,amalgam,C:\GTT\EnglishDB\Words\a\amalgam.md
485,amass,C:\GTT\EnglishDB\Words\a\amass.md
486,amateur,C:\GTT\EnglishDB\Words\a\amateur.md
487,amaze,C:\GTT\EnglishDB\Words\a\amaze.md
488,amazed,C:\GTT\EnglishDB\Words\a\amazed.md
489,amazement,C:\GTT\EnglishDB\Words\a\amazement.md
490,amazing,C:\GTT\EnglishDB\Words\a\amazing.md
491,amazingly,C:\GTT\EnglishDB\Words\a\amazingly.md
492,ambassador,C:\GTT\EnglishDB\Words\a\ambassador.md
493,amber,C:\GTT\EnglishDB\Words\a\amber.md
494,ambience,C:\GTT\EnglishDB\Words\a\ambience.md
495,ambient,C:\GTT\EnglishDB\Words\a\ambient.md
496,ambiguity,C:\GTT\EnglishDB\Words\a\ambiguity.md
497,ambiguous,C:\GTT\EnglishDB\Words\a\ambiguous.md
498,ambition,C:\GTT\EnglishDB\Words\a\ambition.md
499,ambitious,C:\GTT\EnglishDB\Words\a\ambitious.md
500,ambivalence,C:\GTT\EnglishDB\Words\a\ambivalence.md
501,ambivalent,C:\GTT\EnglishDB\Words\a\ambivalent.md
502,amble,C:\GTT\EnglishDB\Words\a\amble.md
503,ambulance,C:\GTT\EnglishDB\Words\a\ambulance.md
504,ambush,C:\GTT\EnglishDB\Words\a\ambush.md
505,ameliorate,C:\GTT\EnglishDB\Words\a\ameliorate.md
506,amen,C:\GTT\EnglishDB\Words\a\amen.md
507,amenable,C:\GTT\EnglishDB\Words\a\amenable.md
508,amend,C:\GTT\EnglishDB\Words\a\amend.md
509,amendment,C:\GTT\EnglishDB\Words\a\amendment.md
510,amends,C:\GTT\EnglishDB\Words\a\amends.md
511,amenities,C:\GTT\EnglishDB\Words\a\amenities.md
512,amiable,C:\GTT\EnglishDB\Words\a\amiable.md
513,amid,C:\GTT\EnglishDB\Words\a\amid.md
514,amidst,C:\GTT\EnglishDB\Words\a\amidst.md
515,amino,C:\GTT\EnglishDB\Words\a\amino.md
516,amiss,C:\GTT\EnglishDB\Words\a\amiss.md
517,ammo,C:\GTT\EnglishDB\Words\a\ammo.md
518,ammonia,C:\GTT\EnglishDB\Words\a\ammonia.md
519,ammunition,C:\GTT\EnglishDB\Words\a\ammunition.md
520,amnesia,C:\GTT\EnglishDB\Words\a\amnesia.md
521,amnesty,C:\GTT\EnglishDB\Words\a\amnesty.md
522,amok,C:\GTT\EnglishDB\Words\a\amok.md
523,among,C:\GTT\EnglishDB\Words\a\among.md
524,amongst,C:\GTT\EnglishDB\Words\a\amongst.md
525,amorous,C:\GTT\EnglishDB\Words\a\amorous.md
526,amorphous,C:\GTT\EnglishDB\Words\a\amorphous.md
527,amount,C:\GTT\EnglishDB\Words\a\amount.md
528,amphetamine,C:\GTT\EnglishDB\Words\a\amphetamine.md
529,amphibian,C:\GTT\EnglishDB\Words\a\amphibian.md
530,amphibious,C:\GTT\EnglishDB\Words\a\amphibious.md
531,amphitheater,C:\GTT\EnglishDB\Words\a\amphitheater.md
532,ample,C:\GTT\EnglishDB\Words\a\ample.md
533,amplification,C:\GTT\EnglishDB\Words\a\amplification.md
534,amplifier,C:\GTT\EnglishDB\Words\a\amplifier.md
535,amplify,C:\GTT\EnglishDB\Words\a\amplify.md
536,amplitude,C:\GTT\EnglishDB\Words\a\amplitude.md
537,amply,C:\GTT\EnglishDB\Words\a\amply.md
538,amputate,C:\GTT\EnglishDB\Words\a\amputate.md
539,amputation,C:\GTT\EnglishDB\Words\a\amputation.md
540,amputee,C:\GTT\EnglishDB\Words\a\amputee.md
541,amulet,C:\GTT\EnglishDB\Words\a\amulet.md
542,amuse,C:\GTT\EnglishDB\Words\a\amuse.md
543,amused,C:\GTT\EnglishDB\Words\a\amused.md
544,amusement,C:\GTT\EnglishDB\Words\a\amusement.md
545,amusing,C:\GTT\EnglishDB\Words\a\amusing.md
546,anachronism,C:\GTT\EnglishDB\Words\a\anachronism.md
547,anachronistic,C:\GTT\EnglishDB\Words\a\anachronistic.md
548,anaerobic,C:\GTT\EnglishDB\Words\a\anaerobic.md
549,anal,C:\GTT\EnglishDB\Words\a\anal.md
550,analog,C:\GTT\EnglishDB\Words\a\analog.md
551,analogous,C:\GTT\EnglishDB\Words\a\analogous.md
552,analogy,C:\GTT\EnglishDB\Words\a\analogy.md
553,analyse,C:\GTT\EnglishDB\Words\a\analyse.md
554,analysis,C:\GTT\EnglishDB\Words\a\analysis.md
555,analyst,C:\GTT\EnglishDB\Words\a\analyst.md
556,analytic,C:\GTT\EnglishDB\Words\a\analytic.md
557,analytical,C:\GTT\EnglishDB\Words\a\analytical.md
558,analyze,C:\GTT\EnglishDB\Words\a\analyze.md
559,analyzer,C:\GTT\EnglishDB\Words\a\analyzer.md
560,anarchist,C:\GTT\EnglishDB\Words\a\anarchist.md
561,anarchy,C:\GTT\EnglishDB\Words\a\anarchy.md
562,anathema,C:\GTT\EnglishDB\Words\a\anathema.md
563,anatomical,C:\GTT\EnglishDB\Words\a\anatomical.md
564,anatomy,C:\GTT\EnglishDB\Words\a\anatomy.md
565,ancestor,C:\GTT\EnglishDB\Words\a\ancestor.md
566,ancestral,C:\GTT\EnglishDB\Words\a\ancestral.md
567,ancestry,C:\GTT\EnglishDB\Words\a\ancestry.md
568,anchor,C:\GTT\EnglishDB\Words\a\anchor.md
569,anchovy,C:\GTT\EnglishDB\Words\a\anchovy.md
570,ancient,C:\GTT\EnglishDB\Words\a\ancient.md
571,ancillary,C:\GTT\EnglishDB\Words\a\ancillary.md
572,and,C:\GTT\EnglishDB\Words\a\and.md
573,anecdotal,C:\GTT\EnglishDB\Words\a\anecdotal.md
574,anecdote,C:\GTT\EnglishDB\Words\a\anecdote.md
575,anemia,C:\GTT\EnglishDB\Words\a\anemia.md
576,anemic,C:\GTT\EnglishDB\Words\a\anemic.md
577,anesthesia,C:\GTT\EnglishDB\Words\a\anesthesia.md
578,anesthesiologist,C:\GTT\EnglishDB\Words\a\anesthesiologist.md
579,aneurysm,C:\GTT\EnglishDB\Words\a\aneurysm.md
580,anew,C:\GTT\EnglishDB\Words\a\anew.md
581,angel,C:\GTT\EnglishDB\Words\a\angel.md
582,angelic,C:\GTT\EnglishDB\Words\a\angelic.md
583,anger,C:\GTT\EnglishDB\Words\a\anger.md
584,angle,C:\GTT\EnglishDB\Words\a\angle.md
585,angled,C:\GTT\EnglishDB\Words\a\angled.md
586,angler,C:\GTT\EnglishDB\Words\a\angler.md
587,angling,C:\GTT\EnglishDB\Words\a\angling.md
588,angrily,C:\GTT\EnglishDB\Words\a\angrily.md
589,angry,C:\GTT\EnglishDB\Words\a\angry.md
590,angst,C:\GTT\EnglishDB\Words\a\angst.md
591,anguish,C:\GTT\EnglishDB\Words\a\anguish.md
592,anguished,C:\GTT\EnglishDB\Words\a\anguished.md
593,angular,C:\GTT\EnglishDB\Words\a\angular.md
594,animal,C:\GTT\EnglishDB\Words\a\animal.md
595,animate,C:\GTT\EnglishDB\Words\a\animate.md
596,animated,C:\GTT\EnglishDB\Words\a\animated.md
597,animation,C:\GTT\EnglishDB\Words\a\animation.md
598,animosity,C:\GTT\EnglishDB\Words\a\animosity.md
599,ankle,C:\GTT\EnglishDB\Words\a\ankle.md
600,annal,C:\GTT\EnglishDB\Words\a\annal.md
601,annex,C:\GTT\EnglishDB\Words\a\annex.md
602,annexation,C:\GTT\EnglishDB\Words\a\annexation.md
603,annihilate,C:\GTT\EnglishDB\Words\a\annihilate.md
604,annihilation,C:\GTT\EnglishDB\Words\a\annihilation.md
605,anniversary,C:\GTT\EnglishDB\Words\a\anniversary.md
606,announce,C:\GTT\EnglishDB\Words\a\announce.md
607,announcement,C:\GTT\EnglishDB\Words\a\announcement.md
608,announcer,C:\GTT\EnglishDB\Words\a\announcer.md
609,annoy,C:\GTT\EnglishDB\Words\a\annoy.md
610,annoyance,C:\GTT\EnglishDB\Words\a\annoyance.md
611,annoying,C:\GTT\EnglishDB\Words\a\annoying.md
612,annual,C:\GTT\EnglishDB\Words\a\annual.md
613,annually,C:\GTT\EnglishDB\Words\a\annually.md
614,annuity,C:\GTT\EnglishDB\Words\a\annuity.md
615,anoint,C:\GTT\EnglishDB\Words\a\anoint.md
616,anomalous,C:\GTT\EnglishDB\Words\a\anomalous.md
617,anomaly,C:\GTT\EnglishDB\Words\a\anomaly.md
618,anonymity,C:\GTT\EnglishDB\Words\a\anonymity.md
619,anonymous,C:\GTT\EnglishDB\Words\a\anonymous.md
620,anonymously,C:\GTT\EnglishDB\Words\a\anonymously.md
621,anorexia,C:\GTT\EnglishDB\Words\a\anorexia.md
622,another,C:\GTT\EnglishDB\Words\a\another.md
623,answer,C:\GTT\EnglishDB\Words\a\answer.md
624,antagonism,C:\GTT\EnglishDB\Words\a\antagonism.md
625,antagonist,C:\GTT\EnglishDB\Words\a\antagonist.md
626,antagonistic,C:\GTT\EnglishDB\Words\a\antagonistic.md
627,antagonize,C:\GTT\EnglishDB\Words\a\antagonize.md
628,antebellum,C:\GTT\EnglishDB\Words\a\antebellum.md
629,antecedent,C:\GTT\EnglishDB\Words\a\antecedent.md
630,antelope,C:\GTT\EnglishDB\Words\a\antelope.md
631,antenna,C:\GTT\EnglishDB\Words\a\antenna.md
632,anterior,C:\GTT\EnglishDB\Words\a\anterior.md
633,anthem,C:\GTT\EnglishDB\Words\a\anthem.md
634,anthology,C:\GTT\EnglishDB\Words\a\anthology.md
635,anthrax,C:\GTT\EnglishDB\Words\a\anthrax.md
636,anthropological,C:\GTT\EnglishDB\Words\a\anthropological.md
637,anthropologist,C:\GTT\EnglishDB\Words\a\anthropologist.md
638,anthropology,C:\GTT\EnglishDB\Words\a\anthropology.md
639,anti,C:\GTT\EnglishDB\Words\a\anti.md
640,antibiotic,C:\GTT\EnglishDB\Words\a\antibiotic.md
641,antibody,C:\GTT\EnglishDB\Words\a\antibody.md
642,anticipate,C:\GTT\EnglishDB\Words\a\anticipate.md
643,anticipation,C:\GTT\EnglishDB\Words\a\anticipation.md
644,antics,C:\GTT\EnglishDB\Words\a\antics.md
645,antidote,C:\GTT\EnglishDB\Words\a\antidote.md
646,antigen,C:\GTT\EnglishDB\Words\a\antigen.md
647,antioxidant,C:\GTT\EnglishDB\Words\a\antioxidant.md
648,antipathy,C:\GTT\EnglishDB\Words\a\antipathy.md
649,antiquated,C:\GTT\EnglishDB\Words\a\antiquated.md
650,antique,C:\GTT\EnglishDB\Words\a\antique.md
651,antiquity,C:\GTT\EnglishDB\Words\a\antiquity.md
652,antiseptic,C:\GTT\EnglishDB\Words\a\antiseptic.md
653,antisocial,C:\GTT\EnglishDB\Words\a\antisocial.md
654,antithesis,C:\GTT\EnglishDB\Words\a\antithesis.md
655,antithetical,C:\GTT\EnglishDB\Words\a\antithetical.md
656,antler,C:\GTT\EnglishDB\Words\a\antler.md
657,anvil,C:\GTT\EnglishDB\Words\a\anvil.md
658,anxiety,C:\GTT\EnglishDB\Words\a\anxiety.md
659,anxious,C:\GTT\EnglishDB\Words\a\anxious.md
660,anxiously,C:\GTT\EnglishDB\Words\a\anxiously.md
661,any,C:\GTT\EnglishDB\Words\a\any.md
662,anybody,C:\GTT\EnglishDB\Words\a\anybody.md
663,anyhow,C:\GTT\EnglishDB\Words\a\anyhow.md
664,anymore,C:\GTT\EnglishDB\Words\a\anymore.md
665,anyone,C:\GTT\EnglishDB\Words\a\anyone.md
666,anyplace,C:\GTT\EnglishDB\Words\a\anyplace.md
667,anything,C:\GTT\EnglishDB\Words\a\anything.md
668,anyway,C:\GTT\EnglishDB\Words\a\anyway.md
669,anywhere,C:\GTT\EnglishDB\Words\a\anywhere.md
670,apart,C:\GTT\EnglishDB\Words\a\apart.md
671,apartheid,C:\GTT\EnglishDB\Words\a\apartheid.md
672,apartment,C:\GTT\EnglishDB\Words\a\apartment.md
673,apathy,C:\GTT\EnglishDB\Words\a\apathy.md
674,aperture,C:\GTT\EnglishDB\Words\a\aperture.md
675,apex,C:\GTT\EnglishDB\Words\a\apex.md
676,aphid,C:\GTT\EnglishDB\Words\a\aphid.md
677,apiece,C:\GTT\EnglishDB\Words\a\apiece.md
678,apnea,C:\GTT\EnglishDB\Words\a\apnea.md
679,apocalypse,C:\GTT\EnglishDB\Words\a\apocalypse.md
680,apocalyptic,C:\GTT\EnglishDB\Words\a\apocalyptic.md
681,apolitical,C:\GTT\EnglishDB\Words\a\apolitical.md
682,apologetic,C:\GTT\EnglishDB\Words\a\apologetic.md
683,apologetically,C:\GTT\EnglishDB\Words\a\apologetically.md
684,apologist,C:\GTT\EnglishDB\Words\a\apologist.md
685,apologize,C:\GTT\EnglishDB\Words\a\apologize.md
686,apology,C:\GTT\EnglishDB\Words\a\apology.md
687,apostle,C:\GTT\EnglishDB\Words\a\apostle.md
688,apostolic,C:\GTT\EnglishDB\Words\a\apostolic.md
689,appal,C:\GTT\EnglishDB\Words\a\appal.md
690,appalling,C:\GTT\EnglishDB\Words\a\appalling.md
691,apparatus,C:\GTT\EnglishDB\Words\a\apparatus.md
692,apparel,C:\GTT\EnglishDB\Words\a\apparel.md
693,apparent,C:\GTT\EnglishDB\Words\a\apparent.md
694,apparently,C:\GTT\EnglishDB\Words\a\apparently.md
695,apparition,C:\GTT\EnglishDB\Words\a\apparition.md
696,appeal,C:\GTT\EnglishDB\Words\a\appeal.md
697,appealing,C:\GTT\EnglishDB\Words\a\appealing.md
698,appear,C:\GTT\EnglishDB\Words\a\appear.md
699,appearance,C:\GTT\EnglishDB\Words\a\appearance.md
700,appease,C:\GTT\EnglishDB\Words\a\appease.md
701,appellate,C:\GTT\EnglishDB\Words\a\appellate.md
702,appendage,C:\GTT\EnglishDB\Words\a\appendage.md
703,appendix,C:\GTT\EnglishDB\Words\a\appendix.md
704,appetite,C:\GTT\EnglishDB\Words\a\appetite.md
705,appetizer,C:\GTT\EnglishDB\Words\a\appetizer.md
706,applaud,C:\GTT\EnglishDB\Words\a\applaud.md
707,applause,C:\GTT\EnglishDB\Words\a\applause.md
708,apple,C:\GTT\EnglishDB\Words\a\apple.md
709,appliance,C:\GTT\EnglishDB\Words\a\appliance.md
710,applicability,C:\GTT\EnglishDB\Words\a\applicability.md
711,applicable,C:\GTT\EnglishDB\Words\a\applicable.md
712,applicant,C:\GTT\EnglishDB\Words\a\applicant.md
713,application,C:\GTT\EnglishDB\Words\a\application.md
714,applied,C:\GTT\EnglishDB\Words\a\applied.md
715,apply,C:\GTT\EnglishDB\Words\a\apply.md
716,appoint,C:\GTT\EnglishDB\Words\a\appoint.md
717,appointed,C:\GTT\EnglishDB\Words\a\appointed.md
718,appointee,C:\GTT\EnglishDB\Words\a\appointee.md
719,appraisal,C:\GTT\EnglishDB\Words\a\appraisal.md
720,appraise,C:\GTT\EnglishDB\Words\a\appraise.md
721,appraiser,C:\GTT\EnglishDB\Words\a\appraiser.md
722,appreciate,C:\GTT\EnglishDB\Words\a\appreciate.md
723,appreciation,C:\GTT\EnglishDB\Words\a\appreciation.md
724,appreciative,C:\GTT\EnglishDB\Words\a\appreciative.md
725,apprehend,C:\GTT\EnglishDB\Words\a\apprehend.md
726,apprehension,C:\GTT\EnglishDB\Words\a\apprehension.md
727,apprehensive,C:\GTT\EnglishDB\Words\a\apprehensive.md
728,apprentice,C:\GTT\EnglishDB\Words\a\apprentice.md
729,apprenticeship,C:\GTT\EnglishDB\Words\a\apprenticeship.md
730,approach,C:\GTT\EnglishDB\Words\a\approach.md
731,appropriate,C:\GTT\EnglishDB\Words\a\appropriate.md
732,appropriately,C:\GTT\EnglishDB\Words\a\appropriately.md
733,appropriation,C:\GTT\EnglishDB\Words\a\appropriation.md
734,approval,C:\GTT\EnglishDB\Words\a\approval.md
735,approve,C:\GTT\EnglishDB\Words\a\approve.md
736,approved,C:\GTT\EnglishDB\Words\a\approved.md
737,approvingly,C:\GTT\EnglishDB\Words\a\approvingly.md
738,approximate,C:\GTT\EnglishDB\Words\a\approximate.md
739,approximately,C:\GTT\EnglishDB\Words\a\approximately.md
740,approximation,C:\GTT\EnglishDB\Words\a\approximation.md
741,apricot,C:\GTT\EnglishDB\Words\a\apricot.md
742,apron,C:\GTT\EnglishDB\Words\a\apron.md
743,apt,C:\GTT\EnglishDB\Words\a\apt.md
744,aptitude,C:\GTT\EnglishDB\Words\a\aptitude.md
745,aptly,C:\GTT\EnglishDB\Words\a\aptly.md
746,aquaculture,C:\GTT\EnglishDB\Words\a\aquaculture.md
747,aquarium,C:\GTT\EnglishDB\Words\a\aquarium.md
748,aquatic,C:\GTT\EnglishDB\Words\a\aquatic.md
749,aquifer,C:\GTT\EnglishDB\Words\a\aquifer.md
750,arbiter,C:\GTT\EnglishDB\Words\a\arbiter.md
751,arbitrarily,C:\GTT\EnglishDB\Words\a\arbitrarily.md
752,arbitrary,C:\GTT\EnglishDB\Words\a\arbitrary.md
753,arbitration,C:\GTT\EnglishDB\Words\a\arbitration.md
754,arbitrator,C:\GTT\EnglishDB\Words\a\arbitrator.md
755,arbor,C:\GTT\EnglishDB\Words\a\arbor.md
756,arc,C:\GTT\EnglishDB\Words\a\arc.md
757,arcade,C:\GTT\EnglishDB\Words\a\arcade.md
758,arcane,C:\GTT\EnglishDB\Words\a\arcane.md
759,arch,C:\GTT\EnglishDB\Words\a\arch.md
760,archaeological,C:\GTT\EnglishDB\Words\a\archaeological.md
761,archaeologist,C:\GTT\EnglishDB\Words\a\archaeologist.md
762,archaeology,C:\GTT\EnglishDB\Words\a\archaeology.md
763,archaic,C:\GTT\EnglishDB\Words\a\archaic.md
764,archbishop,C:\GTT\EnglishDB\Words\a\archbishop.md
765,archdiocese,C:\GTT\EnglishDB\Words\a\archdiocese.md
766,arched,C:\GTT\EnglishDB\Words\a\arched.md
767,archer,C:\GTT\EnglishDB\Words\a\archer.md
768,archetypal,C:\GTT\EnglishDB\Words\a\archetypal.md
769,archetype,C:\GTT\EnglishDB\Words\a\archetype.md
770,archipelago,C:\GTT\EnglishDB\Words\a\archipelago.md
771,architect,C:\GTT\EnglishDB\Words\a\architect.md
772,architectural,C:\GTT\EnglishDB\Words\a\architectural.md
773,architecture,C:\GTT\EnglishDB\Words\a\architecture.md
774,archival,C:\GTT\EnglishDB\Words\a\archival.md
775,archive,C:\GTT\EnglishDB\Words\a\archive.md
776,archway,C:\GTT\EnglishDB\Words\a\archway.md
777,ardent,C:\GTT\EnglishDB\Words\a\ardent.md
778,arduous,C:\GTT\EnglishDB\Words\a\arduous.md
779,area,C:\GTT\EnglishDB\Words\a\area.md
780,arena,C:\GTT\EnglishDB\Words\a\arena.md
781,arguably,C:\GTT\EnglishDB\Words\a\arguably.md
782,argue,C:\GTT\EnglishDB\Words\a\argue.md
783,argument,C:\GTT\EnglishDB\Words\a\argument.md
784,aria,C:\GTT\EnglishDB\Words\a\aria.md
785,arid,C:\GTT\EnglishDB\Words\a\arid.md
786,arise,C:\GTT\EnglishDB\Words\a\arise.md
787,aristocracy,C:\GTT\EnglishDB\Words\a\aristocracy.md
788,aristocrat,C:\GTT\EnglishDB\Words\a\aristocrat.md
789,aristocratic,C:\GTT\EnglishDB\Words\a\aristocratic.md
790,arithmetic,C:\GTT\EnglishDB\Words\a\arithmetic.md
791,ark,C:\GTT\EnglishDB\Words\a\ark.md
792,arm,C:\GTT\EnglishDB\Words\a\arm.md
793,armament,C:\GTT\EnglishDB\Words\a\armament.md
794,armchair,C:\GTT\EnglishDB\Words\a\armchair.md
795,armed,C:\GTT\EnglishDB\Words\a\armed.md
796,armor,C:\GTT\EnglishDB\Words\a\armor.md
797,armored,C:\GTT\EnglishDB\Words\a\armored.md
798,armpit,C:\GTT\EnglishDB\Words\a\armpit.md
799,army,C:\GTT\EnglishDB\Words\a\army.md
800,aroma,C:\GTT\EnglishDB\Words\a\aroma.md
801,aromatic,C:\GTT\EnglishDB\Words\a\aromatic.md
802,around,C:\GTT\EnglishDB\Words\a\around.md
803,arousal,C:\GTT\EnglishDB\Words\a\arousal.md
804,arouse,C:\GTT\EnglishDB\Words\a\arouse.md
805,arrange,C:\GTT\EnglishDB\Words\a\arrange.md
806,arrangement,C:\GTT\EnglishDB\Words\a\arrangement.md
807,array,C:\GTT\EnglishDB\Words\a\array.md
808,arrest,C:\GTT\EnglishDB\Words\a\arrest.md
809,arrival,C:\GTT\EnglishDB\Words\a\arrival.md
810,arrive,C:\GTT\EnglishDB\Words\a\arrive.md
811,arrogance,C:\GTT\EnglishDB\Words\a\arrogance.md
812,arrogant,C:\GTT\EnglishDB\Words\a\arrogant.md
813,arrow,C:\GTT\EnglishDB\Words\a\arrow.md
814,arsenal,C:\GTT\EnglishDB\Words\a\arsenal.md
815,arsenic,C:\GTT\EnglishDB\Words\a\arsenic.md
816,arson,C:\GTT\EnglishDB\Words\a\arson.md
817,art,C:\GTT\EnglishDB\Words\a\art.md
818,arterial,C:\GTT\EnglishDB\Words\a\arterial.md
819,artery,C:\GTT\EnglishDB\Words\a\artery.md
820,artful,C:\GTT\EnglishDB\Words\a\artful.md
821,artfully,C:\GTT\EnglishDB\Words\a\artfully.md
822,arthritic,C:\GTT\EnglishDB\Words\a\arthritic.md
823,arthritis,C:\GTT\EnglishDB\Words\a\arthritis.md
824,artichoke,C:\GTT\EnglishDB\Words\a\artichoke.md
825,article,C:\GTT\EnglishDB\Words\a\article.md
826,articulate,C:\GTT\EnglishDB\Words\a\articulate.md
827,articulation,C:\GTT\EnglishDB\Words\a\articulation.md
828,artifact,C:\GTT\EnglishDB\Words\a\artifact.md
829,artifice,C:\GTT\EnglishDB\Words\a\artifice.md
830,artificial,C:\GTT\EnglishDB\Words\a\artificial.md
831,artificially,C:\GTT\EnglishDB\Words\a\artificially.md
832,artillery,C:\GTT\EnglishDB\Words\a\artillery.md
833,artisan,C:\GTT\EnglishDB\Words\a\artisan.md
834,artist,C:\GTT\EnglishDB\Words\a\artist.md
835,artistic,C:\GTT\EnglishDB\Words\a\artistic.md
836,artistically,C:\GTT\EnglishDB\Words\a\artistically.md
837,artistry,C:\GTT\EnglishDB\Words\a\artistry.md
838,artwork,C:\GTT\EnglishDB\Words\a\artwork.md
839,arugula,C:\GTT\EnglishDB\Words\a\arugula.md
840,as,C:\GTT\EnglishDB\Words\a\as.md
841,asbestos,C:\GTT\EnglishDB\Words\a\asbestos.md
842,ascend,C:\GTT\EnglishDB\Words\a\ascend.md
843,ascendancy,C:\GTT\EnglishDB\Words\a\ascendancy.md
844,ascending,C:\GTT\EnglishDB\Words\a\ascending.md
845,ascension,C:\GTT\EnglishDB\Words\a\ascension.md
846,ascent,C:\GTT\EnglishDB\Words\a\ascent.md
847,ascertain,C:\GTT\EnglishDB\Words\a\ascertain.md
848,ascetic,C:\GTT\EnglishDB\Words\a\ascetic.md
849,ascribe,C:\GTT\EnglishDB\Words\a\ascribe.md
850,ash,C:\GTT\EnglishDB\Words\a\ash.md
851,ashamed,C:\GTT\EnglishDB\Words\a\ashamed.md
852,ashore,C:\GTT\EnglishDB\Words\a\ashore.md
853,ashtray,C:\GTT\EnglishDB\Words\a\ashtray.md
854,aside,C:\GTT\EnglishDB\Words\a\aside.md
855,ask,C:\GTT\EnglishDB\Words\a\ask.md
856,askew,C:\GTT\EnglishDB\Words\a\askew.md
857,asking,C:\GTT\EnglishDB\Words\a\asking.md
858,asleep,C:\GTT\EnglishDB\Words\a\asleep.md
859,asparagus,C:\GTT\EnglishDB\Words\a\asparagus.md
860,aspect,C:\GTT\EnglishDB\Words\a\aspect.md
861,aspen,C:\GTT\EnglishDB\Words\a\aspen.md
862,asphalt,C:\GTT\EnglishDB\Words\a\asphalt.md
863,aspiration,C:\GTT\EnglishDB\Words\a\aspiration.md
864,aspire,C:\GTT\EnglishDB\Words\a\aspire.md
865,aspirin,C:\GTT\EnglishDB\Words\a\aspirin.md
866,aspiring,C:\GTT\EnglishDB\Words\a\aspiring.md
867,ass,C:\GTT\EnglishDB\Words\a\ass.md
868,assail,C:\GTT\EnglishDB\Words\a\assail.md
869,assailant,C:\GTT\EnglishDB\Words\a\assailant.md
870,assassin,C:\GTT\EnglishDB\Words\a\assassin.md
871,assassinate,C:\GTT\EnglishDB\Words\a\assassinate.md
872,assassination,C:\GTT\EnglishDB\Words\a\assassination.md
873,assault,C:\GTT\EnglishDB\Words\a\assault.md
874,assay,C:\GTT\EnglishDB\Words\a\assay.md
875,assemblage,C:\GTT\EnglishDB\Words\a\assemblage.md
876,assemble,C:\GTT\EnglishDB\Words\a\assemble.md
877,assembled,C:\GTT\EnglishDB\Words\a\assembled.md
878,assembly,C:\GTT\EnglishDB\Words\a\assembly.md
879,assent,C:\GTT\EnglishDB\Words\a\assent.md
880,assert,C:\GTT\EnglishDB\Words\a\assert.md
881,assertion,C:\GTT\EnglishDB\Words\a\assertion.md
882,assertive,C:\GTT\EnglishDB\Words\a\assertive.md
883,assess,C:\GTT\EnglishDB\Words\a\assess.md
884,assessment,C:\GTT\EnglishDB\Words\a\assessment.md
885,assessor,C:\GTT\EnglishDB\Words\a\assessor.md
886,asset,C:\GTT\EnglishDB\Words\a\asset.md
887,assign,C:\GTT\EnglishDB\Words\a\assign.md
888,assignment,C:\GTT\EnglishDB\Words\a\assignment.md
889,assimilate,C:\GTT\EnglishDB\Words\a\assimilate.md
890,assimilation,C:\GTT\EnglishDB\Words\a\assimilation.md
891,assist,C:\GTT\EnglishDB\Words\a\assist.md
892,assistance,C:\GTT\EnglishDB\Words\a\assistance.md
893,assistant,C:\GTT\EnglishDB\Words\a\assistant.md
894,associate,C:\GTT\EnglishDB\Words\a\associate.md
895,associated,C:\GTT\EnglishDB\Words\a\associated.md
896,association,C:\GTT\EnglishDB\Words\a\association.md
897,assorted,C:\GTT\EnglishDB\Words\a\assorted.md
