Word,Encoding,TokenIDs,TokenPieces,TokenCount,SingleToken,Token1,Piece1,Token2,Piece2,Token3,Piece3,Token4,Piece4,Token5,Piece5,Token6,Piece6,Token7,Piece7,Token8,Piece8,TokenID,GTT,GTT码,GTT字,Chinese,POS,Frequency
admiration,o200k_base,67419 11960,adm | iration,2,NO,67419,adm,11960,iration,,,,,,,,,,,,,240,,,,,,
admire,o200k_base,67419 594,adm | ire,2,NO,67419,adm,594,ire,,,,,,,,,,,,,241,,,,,,
admirer,o200k_base,324 25098 259,ad | mir | er,3,NO,324,ad,25098,mir,259,er,,,,,,,,,,,242,,,,,,
admiring,o200k_base,67419 8414,adm | iring,2,NO,67419,adm,8414,iring,,,,,,,,,,,,,243,,,,,,
admission,o200k_base,324 4503,ad | mission,2,NO,324,ad,4503,mission,,,,,,,,,,,,,244,,,,,,
admit,o200k_base,324 2765,ad | mit,2,NO,324,ad,2765,mit,,,,,,,,,,,,,245,,,,,,
admittedly,o200k_base,324 199892,ad | mittedly,2,NO,324,ad,199892,mittedly,,,,,,,,,,,,,246,,,,,,
admitting,o200k_base,324 28209,ad | mitting,2,NO,324,ad,28209,mitting,,,,,,,,,,,,,247,,,,,,
admonish,o200k_base,324 3498 1109,ad | mon | ish,3,NO,324,ad,3498,mon,1109,ish,,,,,,,,,,,248,,,,,,
admonition,o200k_base,324 3498 868,ad | mon | ition,3,NO,324,ad,3498,mon,868,ition,,,,,,,,,,,249,,,,,,
adobe,o200k_base,324 10330,ad | obe,2,NO,324,ad,10330,obe,,,,,,,,,,,,,250,,,,,,
adolescence,o200k_base,324 32298 1082,ad | olesc | ence,3,NO,324,ad,32298,olesc,1082,ence,,,,,,,,,,,251,,,,,,
adolescent,o200k_base,324 42160,ad | olescent,2,NO,324,ad,42160,olescent,,,,,,,,,,,,,252,,,,,,
adopt,o200k_base,324 3374,ad | opt,2,NO,324,ad,3374,opt,,,,,,,,,,,,,253,,,,,,
adopted,o200k_base,324 3374 295,ad | opt | ed,3,NO,324,ad,3374,opt,295,ed,,,,,,,,,,,254,,,,,,
adoption,o200k_base,324 3941,ad | option,2,NO,324,ad,3941,option,,,,,,,,,,,,,255,,,,,,
adoptive,o200k_base,324 3374 585,ad | opt | ive,3,NO,324,ad,3374,opt,585,ive,,,,,,,,,,,256,,,,,,
adorable,o200k_base,3723 562,ador | able,2,NO,3723,ador,562,able,,,,,,,,,,,,,257,,,,,,
adoration,o200k_base,3723 387,ador | ation,2,NO,3723,ador,387,ation,,,,,,,,,,,,,258,,,,,,
adore,o200k_base,324 510,ad | ore,2,NO,324,ad,510,ore,,,,,,,,,,,,,259,,,,,,
adoring,o200k_base,3723 289,ador | ing,2,NO,3723,ador,289,ing,,,,,,,,,,,,,260,,,,,,
adorn,o200k_base,324 2558,ad | orn,2,NO,324,ad,2558,orn,,,,,,,,,,,,,261,,,,,,
adornment,o200k_base,324 174216,ad | ornment,2,NO,324,ad,174216,ornment,,,,,,,,,,,,,262,,,,,,
adrenaline,o200k_base,324 60127 514,ad | renal | ine,3,NO,324,ad,60127,renal,514,ine,,,,,,,,,,,263,,,,,,
adrift,o200k_base,7753 2976,adr | ift,2,NO,7753,adr,2976,ift,,,,,,,,,,,,,264,,,,,,
adulation,o200k_base,324 4672,ad | ulation,2,NO,324,ad,4672,ulation,,,,,,,,,,,,,265,,,,,,
adult,o200k_base,166854,adult,1,YES,166854,adult,,,,,,,,,,,,,,,266,,,,,,
adultery,o200k_base,324 361 20522,ad | ul | tery,3,NO,324,ad,361,ul,20522,tery,,,,,,,,,,,267,,,,,,
adulthood,o200k_base,324 361 103953,ad | ul | thood,3,NO,324,ad,361,ul,103953,thood,,,,,,,,,,,268,,,,,,
advance,o200k_base,75456,advance,1,YES,75456,advance,,,,,,,,,,,,,,,269,,,,,,
advanced,o200k_base,63663,advanced,1,YES,63663,advanced,,,,,,,,,,,,,,,270,,,,,,
advancement,o200k_base,17312 16092,adv | ancement,2,NO,17312,adv,16092,ancement,,,,,,,,,,,,,271,,,,,,
advancing,o200k_base,17312 12551,adv | ancing,2,NO,17312,adv,12551,ancing,,,,,,,,,,,,,272,,,,,,
advantage,o200k_base,17312 28525,adv | antage,2,NO,17312,adv,28525,antage,,,,,,,,,,,,,273,,,,,,
advantageous,o200k_base,17312 28525 784,adv | antage | ous,3,NO,17312,adv,28525,antage,784,ous,,,,,,,,,,,274,,,,,,
advent,o200k_base,324 818,ad | vent,2,NO,324,ad,818,vent,,,,,,,,,,,,,275,,,,,,
adventure,o200k_base,324 70027,ad | venture,2,NO,324,ad,70027,venture,,,,,,,,,,,,,276,,,,,,
adventurer,o200k_base,324 818 8563,ad | vent | urer,3,NO,324,ad,818,vent,8563,urer,,,,,,,,,,,277,,,,,,
adventurous,o200k_base,324 818 75150,ad | vent | urous,3,NO,324,ad,818,vent,75150,urous,,,,,,,,,,,278,,,,,,
adversarial,o200k_base,324 3674 41417,ad | vers | arial,3,NO,324,ad,3674,vers,41417,arial,,,,,,,,,,,279,,,,,,
adversary,o200k_base,324 3674 815,ad | vers | ary,3,NO,324,ad,3674,vers,815,ary,,,,,,,,,,,280,,,,,,
adverse,o200k_base,324 7093,ad | verse,2,NO,324,ad,7093,verse,,,,,,,,,,,,,281,,,,,,
adversely,o200k_base,324 3674 1151,ad | vers | ely,3,NO,324,ad,3674,vers,1151,ely,,,,,,,,,,,282,,,,,,
adversity,o200k_base,324 3674 536,ad | vers | ity,3,NO,324,ad,3674,vers,536,ity,,,,,,,,,,,283,,,,,,
advertise,o200k_base,57133 1096,advert | ise,2,NO,57133,advert,1096,ise,,,,,,,,,,,,,284,,,,,,
advertisement,o200k_base,57133 27060,advert | isement,2,NO,57133,advert,27060,isement,,,,,,,,,,,,,285,,,,,,
advertiser,o200k_base,57133 7466,advert | iser,2,NO,57133,advert,7466,iser,,,,,,,,,,,,,286,,,,,,
advertising,o200k_base,57133 5066,advert | ising,2,NO,57133,advert,5066,ising,,,,,,,,,,,,,287,,,,,,
advice,o200k_base,324 2554,ad | vice,2,NO,324,ad,2554,vice,,,,,,,,,,,,,288,,,,,,
advisable,o200k_base,324 2083 562,ad | vis | able,3,NO,324,ad,2083,vis,562,able,,,,,,,,,,,289,,,,,,
advise,o200k_base,17312 1096,adv | ise,2,NO,17312,adv,1096,ise,,,,,,,,,,,,,290,,,,,,
adviser,o200k_base,324 160914,ad | viser,2,NO,324,ad,160914,viser,,,,,,,,,,,,,291,,,,,,
advisor,o200k_base,89175,advisor,1,YES,89175,advisor,,,,,,,,,,,,,,,292,,,,,,
advisory,o200k_base,324 2083 819,ad | vis | ory,3,NO,324,ad,2083,vis,819,ory,,,,,,,,,,,293,,,,,,
advocacy,o200k_base,17312 432 3805,adv | oc | acy,3,NO,17312,adv,432,oc,3805,acy,,,,,,,,,,,294,,,,,,
advocate,o200k_base,17312 40292,adv | ocate,2,NO,17312,adv,40292,ocate,,,,,,,,,,,,,295,,,,,,
aegis,o200k_base,64 1207 276,a | eg | is,3,NO,64,a,1207,eg,276,is,,,,,,,,,,,296,,,,,,
aerial,o200k_base,64 10675,a | erial,2,NO,64,a,10675,erial,,,,,,,,,,,,,297,,,,,,
aerobic,o200k_base,64 259 53561,a | er | obic,3,NO,64,a,259,er,53561,obic,,,,,,,,,,,298,,,,,,
aerobics,o200k_base,64 259 630 1541,a | er | ob | ics,4,NO,64,a,259,er,630,ob,1541,ics,,,,,,,,,299,,,,,,
aerodynamic,o200k_base,64 259 102814,a | er | odynamic,3,NO,64,a,259,er,102814,odynamic,,,,,,,,,,,300,,,,,,
aerosol,o200k_base,64 14905 340,a | eros | ol,3,NO,64,a,14905,eros,340,ol,,,,,,,,,,,301,,,,,,
aerospace,o200k_base,64 14905 2612,a | eros | pace,3,NO,64,a,14905,eros,2612,pace,,,,,,,,,,,302,,,,,,
aesthetic,o200k_base,64 136817,a | esthetic,2,NO,64,a,136817,esthetic,,,,,,,,,,,,,303,,,,,,
aesthetically,o200k_base,64 376 108308,a | est | hetically,3,NO,64,a,376,est,108308,hetically,,,,,,,,,,,304,,,,,,
aesthetics,o200k_base,64 376 61155,a | est | hetics,3,NO,64,a,376,est,61155,hetics,,,,,,,,,,,305,,,,,,
afar,o200k_base,80784,afar,1,YES,80784,afar,,,,,,,,,,,,,,,306,,,,,,
affable,o200k_base,2857 562,aff | able,2,NO,2857,aff,562,able,,,,,,,,,,,,,307,,,,,,
affair,o200k_base,2857 1517,aff | air,2,NO,2857,aff,1517,air,,,,,,,,,,,,,308,,,,,,
affect,o200k_base,2857 534,aff | ect,2,NO,2857,aff,534,ect,,,,,,,,,,,,,309,,,,,,
affected,o200k_base,84046,affected,1,YES,84046,affected,,,,,,,,,,,,,,,310,,,,,,
affection,o200k_base,2857 17901,aff | ection,2,NO,2857,aff,17901,ection,,,,,,,,,,,,,311,,,,,,
affectionate,o200k_base,2857 17901 379,aff | ection | ate,3,NO,2857,aff,17901,ection,379,ate,,,,,,,,,,,312,,,,,,
affectionately,o200k_base,2857 17901 3721,aff | ection | ately,3,NO,2857,aff,17901,ection,3721,ately,,,,,,,,,,,313,,,,,,
affective,o200k_base,2857 148179,aff | ective,2,NO,2857,aff,148179,ective,,,,,,,,,,,,,314,,,,,,
affidavit,o200k_base,2857 315 49968,aff | id | avit,3,NO,2857,aff,315,id,49968,avit,,,,,,,,,,,315,,,,,,
affiliate,o200k_base,161420,affiliate,1,YES,161420,affiliate,,,,,,,,,,,,,,,316,,,,,,
affiliated,o200k_base,2857 110805,aff | iliated,2,NO,2857,aff,110805,iliated,,,,,,,,,,,,,317,,,,,,
affiliation,o200k_base,2857 42134,aff | iliation,2,NO,2857,aff,42134,iliation,,,,,,,,,,,,,318,,,,,,
affinity,o200k_base,2857 21712,aff | inity,2,NO,2857,aff,21712,inity,,,,,,,,,,,,,319,,,,,,
affirm,o200k_base,118217,affirm,1,YES,118217,affirm,,,,,,,,,,,,,,,320,,,,,,
affirmation,o200k_base,118217 387,affirm | ation,2,NO,118217,affirm,387,ation,,,,,,,,,,,,,321,,,,,,
affirmative,o200k_base,118217 1799,affirm | ative,2,NO,118217,affirm,1799,ative,,,,,,,,,,,,,322,,,,,,
affix,o200k_base,2857 1128,aff | ix,2,NO,2857,aff,1128,ix,,,,,,,,,,,,,323,,,,,,
afflict,o200k_base,2857 38585,aff | lict,2,NO,2857,aff,38585,lict,,,,,,,,,,,,,324,,,,,,
affliction,o200k_base,2857 182468,aff | liction,2,NO,2857,aff,182468,liction,,,,,,,,,,,,,325,,,,,,
affluence,o200k_base,2857 5411 1082,aff | lu | ence,3,NO,2857,aff,5411,lu,1082,ence,,,,,,,,,,,326,,,,,,
affluent,o200k_base,2857 89574,aff | luent,2,NO,2857,aff,89574,luent,,,,,,,,,,,,,327,,,,,,
afford,o200k_base,2857 604,aff | ord,2,NO,2857,aff,604,ord,,,,,,,,,,,,,328,,,,,,
affordability,o200k_base,2857 604 3563,aff | ord | ability,3,NO,2857,aff,604,ord,3563,ability,,,,,,,,,,,329,,,,,,
affordable,o200k_base,2857 56909,aff | ordable,2,NO,2857,aff,56909,ordable,,,,,,,,,,,,,330,,,,,,
affront,o200k_base,2857 30041,aff | ront,2,NO,2857,aff,30041,ront,,,,,,,,,,,,,331,,,,,,
aficionado,o200k_base,1553 57754,af | icionado,2,NO,1553,af,57754,icionado,,,,,,,,,,,,,332,,,,,,
afield,o200k_base,1553 1174,af | ield,2,NO,1553,af,1174,ield,,,,,,,,,,,,,333,,,,,,
afloat,o200k_base,1553 2287,af | loat,2,NO,1553,af,2287,loat,,,,,,,,,,,,,334,,,,,,
afoot,o200k_base,64 21257,a | foot,2,NO,64,a,21257,foot,,,,,,,,,,,,,335,,,,,,
aforementioned,o200k_base,1553 510 62795,af | ore | mentioned,3,NO,1553,af,510,ore,62795,mentioned,,,,,,,,,,,336,,,,,,
afraid,o200k_base,1553 21363,af | raid,2,NO,1553,af,21363,raid,,,,,,,,,,,,,337,,,,,,
african-american,o200k_base,1553 2740 270 72850 3867,af | ric | an | -amer | ican,5,NO,1553,af,2740,ric,270,an,72850,-amer,3867,ican,,,,,,,338,,,,,,
african,o200k_base,1553 2740 270,af | ric | an,3,NO,1553,af,2740,ric,270,an,,,,,,,,,,,339,,,,,,
afro-american,o200k_base,1553 298 72850 3867,af | ro | -amer | ican,4,NO,1553,af,298,ro,72850,-amer,3867,ican,,,,,,,,,340,,,,,,
aft,o200k_base,110239,aft,1,YES,110239,aft,,,,,,,,,,,,,,,341,,,,,,
after-school,o200k_base,13181 58097,after | -school,2,NO,13181,after,58097,-school,,,,,,,,,,,,,342,,,,,,
after,o200k_base,13181,after,1,YES,13181,after,,,,,,,,,,,,,,,343,,,,,,
afterlife,o200k_base,13181 19652,after | life,2,NO,13181,after,19652,life,,,,,,,,,,,,,344,,,,,,
aftermath,o200k_base,1553 8044 725,af | term | ath,3,NO,1553,af,8044,term,725,ath,,,,,,,,,,,345,,,,,,
afternoon,o200k_base,1553 17580,af | ternoon,2,NO,1553,af,17580,ternoon,,,,,,,,,,,,,346,,,,,,
aftershock,o200k_base,13181 198935,after | shock,2,NO,13181,after,198935,shock,,,,,,,,,,,,,347,,,,,,
afterthought,o200k_base,13181 112245,after | thought,2,NO,13181,after,112245,thought,,,,,,,,,,,,,348,,,,,,
afterward,o200k_base,13181 2076,after | ward,2,NO,13181,after,2076,ward,,,,,,,,,,,,,349,,,,,,
afterwards,o200k_base,13181 5323,after | wards,2,NO,13181,after,5323,wards,,,,,,,,,,,,,350,,,,,,
again,o200k_base,71072,again,1,YES,71072,again,,,,,,,,,,,,,,,351,,,,,,
against,o200k_base,184190,against,1,YES,184190,against,,,,,,,,,,,,,,,352,,,,,,
age-old,o200k_base,477 12324,age | -old,2,NO,477,age,12324,-old,,,,,,,,,,,,,353,,,,,,
age-related,o200k_base,477 21408,age | -related,2,NO,477,age,21408,-related,,,,,,,,,,,,,354,,,,,,
age,o200k_base,477,age,1,YES,477,age,,,,,,,,,,,,,,,355,,,,,,
aged,o200k_base,4743,aged,1,YES,4743,aged,,,,,,,,,,,,,,,356,,,,,,
agency,o200k_base,113614,agency,1,YES,113614,agency,,,,,,,,,,,,,,,357,,,,,,
agenda,o200k_base,114976,agenda,1,YES,114976,agenda,,,,,,,,,,,,,,,358,,,,,,
agent,o200k_base,16932,agent,1,YES,16932,agent,,,,,,,,,,,,,,,359,,,,,,
aggravate,o200k_base,348 62361 379,ag | grav | ate,3,NO,348,ag,62361,grav,379,ate,,,,,,,,,,,360,,,,,,
aggravated,o200k_base,348 62361 780,ag | grav | ated,3,NO,348,ag,62361,grav,780,ated,,,,,,,,,,,361,,,,,,
aggregate,o200k_base,77600,aggregate,1,YES,77600,aggregate,,,,,,,,,,,,,,,362,,,,,,
aggregation,o200k_base,162354,aggregation,1,YES,162354,aggregation,,,,,,,,,,,,,,,363,,,,,,
aggression,o200k_base,348 70426,ag | gression,2,NO,348,ag,70426,gression,,,,,,,,,,,,,364,,,,,,
aggressive,o200k_base,348 184179,ag | gressive,2,NO,348,ag,184179,gressive,,,,,,,,,,,,,365,,,,,,
aggressively,o200k_base,348 3765 5861,ag | gress | ively,3,NO,348,ag,3765,gress,5861,ively,,,,,,,,,,,366,,,,,,
aggressiveness,o200k_base,348 3765 17140,ag | gress | iveness,3,NO,348,ag,3765,gress,17140,iveness,,,,,,,,,,,367,,,,,,
aggressor,o200k_base,348 3765 267,ag | gress | or,3,NO,348,ag,3765,gress,267,or,,,,,,,,,,,368,,,,,,
aggrieved,o200k_base,348 896 10212,ag | gr | ieved,3,NO,348,ag,896,gr,10212,ieved,,,,,,,,,,,369,,,,,,
aghast,o200k_base,24111 629,agh | ast,2,NO,24111,agh,629,ast,,,,,,,,,,,,,370,,,,,,
agile,o200k_base,348 554,ag | ile,2,NO,348,ag,554,ile,,,,,,,,,,,,,371,,,,,,
agility,o200k_base,348 1763,ag | ility,2,NO,348,ag,1763,ility,,,,,,,,,,,,,372,,,,,,
aging,o200k_base,4965,aging,1,YES,4965,aging,,,,,,,,,,,,,,,373,,,,,,
agitate,o200k_base,348 12896,ag | itate,2,NO,348,ag,12896,itate,,,,,,,,,,,,,374,,,,,,
agitated,o200k_base,348 62419,ag | itated,2,NO,348,ag,62419,itated,,,,,,,,,,,,,375,,,,,,
agitation,o200k_base,348 7949,ag | itation,2,NO,348,ag,7949,itation,,,,,,,,,,,,,376,,,,,,
ago,o200k_base,6334,ago,1,YES,6334,ago,,,,,,,,,,,,,,,377,,,,,,
agonize,o200k_base,9863 750,agon | ize,2,NO,9863,agon,750,ize,,,,,,,,,,,,,378,,,,,,
agonizing,o200k_base,9863 6396,agon | izing,2,NO,9863,agon,6396,izing,,,,,,,,,,,,,379,,,,,,
agony,o200k_base,348 4490,ag | ony,2,NO,348,ag,4490,ony,,,,,,,,,,,,,380,,,,,,
agrarian,o200k_base,13380 21203,agr | arian,2,NO,13380,agr,21203,arian,,,,,,,,,,,,,381,,,,,,
agree,o200k_base,152061,agree,1,YES,152061,agree,,,,,,,,,,,,,,,382,,,,,,
agreeable,o200k_base,152061 562,agree | able,2,NO,152061,agree,562,able,,,,,,,,,,,,,383,,,,,,
agreed,o200k_base,348 60829,ag | reed,2,NO,348,ag,60829,reed,,,,,,,,,,,,,384,,,,,,
agreement,o200k_base,196309,agreement,1,YES,196309,agreement,,,,,,,,,,,,,,,385,,,,,,
agribusiness,o200k_base,13380 526 5629,agr | ib | usiness,3,NO,13380,agr,526,ib,5629,usiness,,,,,,,,,,,386,,,,,,
agricultural,o200k_base,348 2740 17044,ag | ric | ultural,3,NO,348,ag,2740,ric,17044,ultural,,,,,,,,,,,387,,,,,,
agriculture,o200k_base,348 141876,ag | riculture,2,NO,348,ag,141876,riculture,,,,,,,,,,,,,388,,,,,,
ah,o200k_base,849,ah,1,YES,849,ah,,,,,,,,,,,,,,,389,,,,,,
aha,o200k_base,5412,aha,1,YES,5412,aha,,,,,,,,,,,,,,,390,,,,,,
ahead,o200k_base,96810,ahead,1,YES,96810,ahead,,,,,,,,,,,,,,,391,,,,,,
ahh,o200k_base,849 71,ah | h,2,NO,849,ah,71,h,,,,,,,,,,,,,392,,,,,,
aid,o200k_base,16745,aid,1,YES,16745,aid,,,,,,,,,,,,,,,393,,,,,,
aide,o200k_base,64 617,a | ide,2,NO,64,a,617,ide,,,,,,,,,,,,,394,,,,,,
aids,o200k_base,64 3375,a | ids,2,NO,64,a,3375,ids,,,,,,,,,,,,,395,,,,,,
ail,o200k_base,663,ail,1,YES,663,ail,,,,,,,,,,,,,,,396,,,,,,
ailing,o200k_base,24408,ailing,1,YES,24408,ailing,,,,,,,,,,,,,,,397,,,,,,
ailment,o200k_base,663 508,ail | ment,2,NO,663,ail,508,ment,,,,,,,,,,,,,398,,,,,,
aim,o200k_base,4441,aim,1,YES,4441,aim,,,,,,,,,,,,,,,399,,,,,,
aimlessly,o200k_base,4441 24550,aim | lessly,2,NO,4441,aim,24550,lessly,,,,,,,,,,,,,400,,,,,,
air-conditioned,o200k_base,1517 115922,air | -conditioned,2,NO,1517,air,115922,-conditioned,,,,,,,,,,,,,401,,,,,,
air-conditioning,o200k_base,1517 193487,air | -conditioning,2,NO,1517,air,193487,-conditioning,,,,,,,,,,,,,402,,,,,,
air,o200k_base,1517,air,1,YES,1517,air,,,,,,,,,,,,,,,403,,,,,,
airborne,o200k_base,1517 52545,air | borne,2,NO,1517,air,52545,borne,,,,,,,,,,,,,404,,,,,,
aircraft,o200k_base,1517 8875,air | craft,2,NO,1517,air,8875,craft,,,,,,,,,,,,,405,,,,,,
airfare,o200k_base,1517 40746,air | fare,2,NO,1517,air,40746,fare,,,,,,,,,,,,,406,,,,,,
airfield,o200k_base,1517 4735,air | field,2,NO,1517,air,4735,field,,,,,,,,,,,,,407,,,,,,
airflow,o200k_base,1517 7571,air | flow,2,NO,1517,air,7571,flow,,,,,,,,,,,,,408,,,,,,
airing,o200k_base,1517 289,air | ing,2,NO,1517,air,289,ing,,,,,,,,,,,,,409,,,,,,
airline,o200k_base,1517 1137,air | line,2,NO,1517,air,1137,line,,,,,,,,,,,,,410,,,,,,
airliner,o200k_base,1517 77248,air | liner,2,NO,1517,air,77248,liner,,,,,,,,,,,,,411,,,,,,
airlock,o200k_base,1517 2802,air | lock,2,NO,1517,air,2802,lock,,,,,,,,,,,,,412,,,,,,
airman,o200k_base,1517 2309,air | man,2,NO,1517,air,2309,man,,,,,,,,,,,,,413,,,,,,
airplane,o200k_base,1517 30057,air | plane,2,NO,1517,air,30057,plane,,,,,,,,,,,,,414,,,,,,
airport,o200k_base,198613,airport,1,YES,198613,airport,,,,,,,,,,,,,,,415,,,,,,
airspace,o200k_base,1517 8775,air | space,2,NO,1517,air,8775,space,,,,,,,,,,,,,416,,,,,,
airstrike,o200k_base,1517 154755,air | strike,2,NO,1517,air,154755,strike,,,,,,,,,,,,,417,,,,,,
airstrip,o200k_base,1517 23905,air | strip,2,NO,1517,air,23905,strip,,,,,,,,,,,,,418,,,,,,
airtight,o200k_base,54275 583,airt | ight,2,NO,54275,airt,583,ight,,,,,,,,,,,,,419,,,,,,
airwaves,o200k_base,1517 124161,air | waves,2,NO,1517,air,124161,waves,,,,,,,,,,,,,420,,,,,,
airway,o200k_base,1517 3499,air | way,2,NO,1517,air,3499,way,,,,,,,,,,,,,421,,,,,,
airy,o200k_base,82693,airy,1,YES,82693,airy,,,,,,,,,,,,,,,422,,,,,,
aisle,o200k_base,1873 282,ais | le,2,NO,1873,ais,282,le,,,,,,,,,,,,,423,,,,,,
ajar,o200k_base,40736,ajar,1,YES,40736,ajar,,,,,,,,,,,,,,,424,,,,,,
akin,o200k_base,23673,akin,1,YES,23673,akin,,,,,,,,,,,,,,,425,,,,,,
al-qaeda,o200k_base,280 12 13344 8602,al | - | qa | eda,4,NO,280,al,12,-,13344,qa,8602,eda,,,,,,,,,426,,,,,,
alamo,o200k_base,280 9812,al | amo,2,NO,280,al,9812,amo,,,,,,,,,,,,,427,,,,,,
alarm,o200k_base,106963,alarm,1,YES,106963,alarm,,,,,,,,,,,,,,,428,,,,,,
alarmed,o200k_base,280 77934,al | armed,2,NO,280,al,77934,armed,,,,,,,,,,,,,429,,,,,,
alarming,o200k_base,280 42309,al | arming,2,NO,280,al,42309,arming,,,,,,,,,,,,,430,,,,,,
alarmingly,o200k_base,106963 18258,alarm | ingly,2,NO,106963,alarm,18258,ingly,,,,,,,,,,,,,431,,,,,,
alas,o200k_base,55662,alas,1,YES,55662,alas,,,,,,,,,,,,,,,432,,,,,,
alaskan,o200k_base,280 60133,al | askan,2,NO,280,al,60133,askan,,,,,,,,,,,,,433,,,,,,
albanian,o200k_base,280 6893 1200,al | ban | ian,3,NO,280,al,6893,ban,1200,ian,,,,,,,,,,,434,,,,,,
albeit,o200k_base,280 13818,al | beit,2,NO,280,al,13818,beit,,,,,,,,,,,,,435,,,,,,
album,o200k_base,42064,album,1,YES,42064,album,,,,,,,,,,,,,,,436,,,,,,
alchemy,o200k_base,83165,alchemy,1,YES,83165,alchemy,,,,,,,,,,,,,,,437,,,,,,
alcohol,o200k_base,280 14037,al | cohol,2,NO,280,al,14037,cohol,,,,,,,,,,,,,438,,,,,,
alcoholic,o200k_base,280 14037 291,al | cohol | ic,3,NO,280,al,14037,cohol,291,ic,,,,,,,,,,,439,,,,,,
alcoholism,o200k_base,280 14037 2367,al | cohol | ism,3,NO,280,al,14037,cohol,2367,ism,,,,,,,,,,,440,,,,,,
alcove,o200k_base,27187 1048,alc | ove,2,NO,27187,alc,1048,ove,,,,,,,,,,,,,441,,,,,,
alderman,o200k_base,280 761 2309,al | der | man,3,NO,280,al,761,der,2309,man,,,,,,,,,,,442,,,,,,
ale,o200k_base,1167,ale,1,YES,1167,ale,,,,,,,,,,,,,,,443,,,,,,
alert,o200k_base,10106,alert,1,YES,10106,alert,,,,,,,,,,,,,,,444,,,,,,
alertness,o200k_base,10106 2816,alert | ness,2,NO,10106,alert,2816,ness,,,,,,,,,,,,,445,,,,,,
alfalfa,o200k_base,11901 280 4968,alf | al | fa,3,NO,11901,alf,280,al,4968,fa,,,,,,,,,,,446,,,,,,
algae,o200k_base,280 55741,al | gae,2,NO,280,al,55741,gae,,,,,,,,,,,,,447,,,,,,
algebra,o200k_base,280 41984,al | gebra,2,NO,280,al,41984,gebra,,,,,,,,,,,,,448,,,,,,
algerian,o200k_base,280 1281 1200,al | ger | ian,3,NO,280,al,1281,ger,1200,ian,,,,,,,,,,,449,,,,,,
algorithm,o200k_base,35991,algorithm,1,YES,35991,algorithm,,,,,,,,,,,,,,,450,,,,,,
alibi,o200k_base,280 12589,al | ibi,2,NO,280,al,12589,ibi,,,,,,,,,,,,,451,,,,,,
alien,o200k_base,80382,alien,1,YES,80382,alien,,,,,,,,,,,,,,,452,,,,,,
alienate,o200k_base,80382 379,alien | ate,2,NO,80382,alien,379,ate,,,,,,,,,,,,,453,,,,,,
alienated,o200k_base,80382 780,alien | ated,2,NO,80382,alien,780,ated,,,,,,,,,,,,,454,,,,,,
alienating,o200k_base,80382 1365,alien | ating,2,NO,80382,alien,1365,ating,,,,,,,,,,,,,455,,,,,,
alienation,o200k_base,80382 387,alien | ation,2,NO,80382,alien,387,ation,,,,,,,,,,,,,456,,,,,,
alight,o200k_base,280 583,al | ight,2,NO,280,al,583,ight,,,,,,,,,,,,,457,,,,,,
align,o200k_base,31928,align,1,YES,31928,align,,,,,,,,,,,,,,,458,,,,,,
alignment,o200k_base,101164,alignment,1,YES,101164,alignment,,,,,,,,,,,,,,,459,,,,,,
alike,o200k_base,280 970,al | ike,2,NO,280,al,970,ike,,,,,,,,,,,,,460,,,,,,
alive,o200k_base,111336,alive,1,YES,111336,alive,,,,,,,,,,,,,,,461,,,,,,
all-american,o200k_base,586 72850 3867,all | -amer | ican,3,NO,586,all,72850,-amer,3867,ican,,,,,,,,,,,462,,,,,,
all-day,o200k_base,586 14540,all | -day,2,NO,586,all,14540,-day,,,,,,,,,,,,,463,,,,,,
all-important,o200k_base,586 196156,all | -important,2,NO,586,all,196156,-important,,,,,,,,,,,,,464,,,,,,
all-night,o200k_base,586 76193,all | -night,2,NO,586,all,76193,-night,,,,,,,,,,,,,465,,,,,,
all-out,o200k_base,586 14373,all | -out,2,NO,586,all,14373,-out,,,,,,,,,,,,,466,,,,,,
all-purpose,o200k_base,586 95868,all | -purpose,2,NO,586,all,95868,-purpose,,,,,,,,,,,,,467,,,,,,
all-star,o200k_base,586 32191,all | -star,2,NO,586,all,32191,-star,,,,,,,,,,,,,468,,,,,,
all-time,o200k_base,586 10158,all | -time,2,NO,586,all,10158,-time,,,,,,,,,,,,,469,,,,,,
all-white,o200k_base,586 25280,all | -white,2,NO,586,all,25280,-white,,,,,,,,,,,,,470,,,,,,
all,o200k_base,586,all,1,YES,586,all,,,,,,,,,,,,,,,471,,,,,,
allay,o200k_base,586 356,all | ay,2,NO,586,all,356,ay,,,,,,,,,,,,,472,,,,,,
allegation,o200k_base,280 2001 387,al | leg | ation,3,NO,280,al,2001,leg,387,ation,,,,,,,,,,,473,,,,,,
allege,o200k_base,280 4688,al | lege,2,NO,280,al,4688,lege,,,,,,,,,,,,,474,,,,,,
alleged,o200k_base,280 2001 295,al | leg | ed,3,NO,280,al,2001,leg,295,ed,,,,,,,,,,,475,,,,,,
allegedly,o200k_base,280 2001 162009,al | leg | edly,3,NO,280,al,2001,leg,162009,edly,,,,,,,,,,,476,,,,,,
allegiance,o200k_base,280 2001 15404,al | leg | iance,3,NO,280,al,2001,leg,15404,iance,,,,,,,,,,,477,,,,,,
allegorical,o200k_base,280 2001 138666,al | leg | orical,3,NO,280,al,2001,leg,138666,orical,,,,,,,,,,,478,,,,,,
